,Title,Description,Link,Location,Price,Rooms,Total area,This floor/Number of floors,Built in year,Condition,Ownership,Energy mark,Data from realestate book,Notify about incorrect advertisement,Lisainfo,Kitchen,Sanitary arrangements,Heating and ventilation,Communications and security,Neighbourhood,Cadastre no.,Register number,Kulud suvel/talvel,Number of floors,Additional information,population
2310,"Apartment for sale, 3 rooms, Gonsiori tn 12, Kesklinn, Tallinn, Harjumaa - Real estate portal KV.EE ",Apartment ownership,https://www.kv.ee/id-00098teie-kone-suunatakse-omanikule-kui-helista-3383371.html,"59.434637858214,24.762740130919",165000.0,3.0,61.6 m²,5/5,2004.0,sanitary renovation done,apartment ownership,Missing,,,,,,central heating,,,78401:103:0320,,,,,20334.0
2311,"Apartment for sale, 2 rooms, Tškalovi 9, Sillamäe, Ida-Virumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/eelregistreerimisega-kliendipaev-03-09-kell-130015-3367443.html,"59.3950028,27.7606921",58000.0,2.0,57.9 m²,2/2,1950.0,all brand-new,apartment ownership,F,,,,"electric stove, refridgerator, kitchen furniture","shower, toilet room and bathroom separate, water boiler, new sewerage, washing machine","heated floors, central heating","steel door, frontdoor locked","surrounding buildings apartment buildings, neighbours next to neighbours, water body sea near",73501:010:0033,,,,"parking free parking, high ceilings, separate rooms, packet windows, parquet, closed balcony, box-room, new electricity",2945.0
2312,"Apartment for sale, 5 rooms, K.A. Hermanni 2, Kesklinn, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/taielikult-renoveeritud-korgem-esimene-korrus-korg-3383319.html,"59.4295648,24.7748738",205000.0,5.0,91 m²,5/1,1999.0,renovated,apartment ownership,Missing,Data from realestate book,,"balcony 4 m², box-room, separate entryway, TV-set, furnishing possibility","electric stove, kitchen 12 m², kitchen furniture","water boiler, shower","electric heating, combined heating","Internet, cable TV, frontdoor locked",,,,,,,20334.0
2313,"Apartment for sale, 2 rooms, Kivi 3, Klooga, Lääne-Harju vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/muua-ilus-ja-avar-2toaline-korterklooga-alevikus-j-3383330.html,"59.3188787,24.2312412",48000.0,2.0,46.4 m²,4/5,1987.0,all brand-new,apartment ownership,Missing,,Notify about incorrect advertisement,"balcony 3 m², parking free parking, box-room, wall cupboard, new electricity, separate rooms, furnishing possibility, furniture, parquet","electric stove, kitchen 8 m², open kitchen, refridgerator, kitchen furniture","shower, water boiler, new sewerage, washing machine",central heating,"Internet, cable TV, frontdoor locked, steel door","Klooga järv lake 200 m, roads in good condition roads, surrounding buildings apartment buildings, location in the center location, neighbours next to neighbours",29501:009:0149,,,,,340.0
2314,"Apartment for sale, 3 rooms, Põllu tn, Haljala, Haljala vald, Lääne-Virumaa - Real estate portal KV.EE ","<strong>Lisainfo:</strong> parking free parking, box-room, separate rooms, furnishing possibility, furniture, packet windows, parquet ",https://www.kv.ee/muua-3toaline-keskkuttega-korter-haljalas-toad-era-3383316.html,"59.4320155642413,26.2596927227539",46000.0,3.0,58 m²,3/3,,satisfactory,,E,Data from realestate book,Notify about incorrect advertisement,,,"shower, toilet room and bathroom separate, water boiler",central heating,"Internet, cable TV, frontdoor locked","roads in good condition roads, surrounding buildings apartment buildings",19002:003:1230,,,,,1001.0
2315,"Apartment for sale, 3 rooms, Rõugu tn 1/1, Haabersti, Tallinn, Harjumaa - Real estate portal KV.EE ","Private ownership, stone house",https://www.kv.ee/muua-3-toaline-sisekujundaja-poolt-disainitud-kort-3383059.html,"59.4278112,24.6181229",250000.0,3.0,86.7 m²,2/3,2016.0,all brand-new,private property,B,,,"closed courtyard, box-room, wall cupboard, separate rooms, furniture, parquet","electric stove, open kitchen, refridgerator, kitchen furniture","shower, bath, toilet room and bathroom separate, washing machine",gas heating,"Internet, cable TV, frontdoor locked, neighbourhood watch","neighbours next to neighbours, in the city location, roads in good condition roads, surrounding buildings apartment buildings, harku järv lake",,,80 € /  120 €,,,506.0
2316,"Apartment for sale, 3 rooms, Tagala tn 10, Haabersti, Tallinn, Harjumaa - Real estate portal KV.EE ","<strong>Lisainfo:</strong> balcony 3.5 m², parquet, lift, parking free parking, box-room, wall cupboard, separate rooms, furniture ",https://www.kv.ee/muua-uuevaarne-3toaline-korter-kogu-sisustusega-ke-3382333.html,"59.4034544,24.6165082",189900.0,3.0,66.8 m²,3/4,2020.0,all brand-new,,B,Data from realestate book,,,,"toilet room and bathroom separate, bath, washing machine",heated floors,frontdoor locked,"surrounding buildings apartment buildings, roads in good condition roads, neighbours around neighbours, Harku lake",78401:101:0823,,,,,1164.0
2317,"Apartment for sale, 3 rooms, Võidu tn 56, Nõmme, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, panel house",https://www.kv.ee/uus-pakkumine-turul-muuki-on-lisandunud-rahulikus-3383312.html,"59.3751474,24.7115779",130000.0,3.0,65.6 m²,9/9,1979.0,Good condition,apartment ownership,E,,Notify about incorrect advertisement,"balcony 3 m², parking free parking, furniture, packet windows, parquet, lift, closed balcony","electric stove, kitchen 8 m², open kitchen, refridgerator, kitchen furniture","shower, washing machine",central heating,"Internet, phone, cable TV, steel door, frontdoor locked","surrounding buildings private houses and apartment buildings, location in suburb location, roads in good condition roads, neighbours at one side neighbours",78404:405:4280,,,,,2720.0
2318,"Apartment for sale, 2 rooms, Haapsalu mnt., Keila, Harjumaa - Real estate portal KV.EE ","Apartment ownership, wooden house",https://www.kv.ee/kortermuua-laeienemisvoimalusega-renoveeritud-katu-3383289.html,,,2.0,47.4 m²,3/3,1952.0,Good condition,apartment ownership,-,Data from realestate book,,"separate rooms, packet windows, parquet, parking free parking, box-room, garret, new electricity, separate entryway, roof apartment","ceramic shove, open kitchen, kitchen furniture","shower, water boiler, new sewerage","electric heating, stove heating, heated floors, fireplace",frontdoor locked,"surrounding buildings private houses, location in the center location, water body water body other near",,,,,,0.0
2319,"Apartment for sale, 2 rooms, Retke tee 30, Mustamäe, Tallinn, Harjumaa - Real estate portal KV.EE ",Apartment ownership,https://www.kv.ee/korterkorter-asub-esimesel-korrusel-ning-tubadest-3383299.html,"59.39907,24.704142189713",84900.0,2.0,44.4 m²,1/9,1988.0,,apartment ownership,E,Data from realestate book,Notify about incorrect advertisement,,,,,,,,,,,,2465.0
2320,"Apartment for sale, 2 rooms, Tamme tn 5, Väike-Maarja, Väike-Maarja vald, Lääne-Virumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/kortermuugis-olev-korter-asub-3korruselise-maja-te-3383295.html,"59.1299952,26.2473446",20500.0,2.0,43.4 m²,2/3,1975.0,Good condition,apartment ownership,-,,,"parking free parking, box-room, furniture, packet windows, parquet",kitchen furniture,"shower, water boiler, washing machine",õhksoojuspump,"Internet, cable TV, frontdoor locked","neighbours next to neighbours, surrounding buildings private houses and apartment buildings, location in the center location, roads in good condition roads",92702:002:0006,,,,,1100.0
2321,"Apartment for sale, 3 rooms, Rahu tn 32, Narva, Ida-Virumaa - Real estate portal KV.EE ","Apartment ownership, panel house",https://www.kv.ee/idavirumaa-narva-rahu-tn-32-3-tuba-79-korteriomand-3383288.html,,,3.0,65.8 m²,7/9,1990.0,Good condition,apartment ownership,Missing,Data from realestate book,,"new electricity, separate rooms, packet windows, parquet, lift, closed balcony","electric stove, kitchen furniture","bath, toilet room and bathroom separate, new sewerage",central heating,"Internet, cable TV, steel door, frontdoor locked","neighbours around neighbours, surrounding buildings apartment buildings, in the city location, roads in good condition roads",,,,,,0.0
2322,"Apartment for sale, 2 rooms, Niidu 2, Jõhvi linn, Jõhvi vald, Ida-Virumaa - Real estate portal KV.EE ",Private ownership,https://www.kv.ee/bol-sdeln-kpremont-no-seits-nuzno-obnovitb-okn-pls-3383281.html,"59.362371,27.4080394",11400.0,2.0,38.8 m²,,,sanitary renovation needed,private property,-,Data from realestate book,Notify about incorrect advertisement,"parking free parking, box-room, basement, TV-set, furnishing possibility",gas stove,bath,central heating,"Internet, phone, cable TV, neighbourhood watch, steel door, frontdoor locked","surrounding buildings apartment buildings, in the city location",,,,,,2722.0
2323,"Apartment for sale, 4 rooms, Vilja tn 8a, Võru, Võrumaa - Real estate portal KV.EE ",Panel house,https://www.kv.ee/muua-heas-seisukorras-maja-labiva-planeeringuga-4-3383274.html,"57.8492656,27.0075653",80000.0,4.0,75.8 m²,4/5,1979.0,Good condition,,-,Data from realestate book,,"parking free parking, separate rooms, furnishing possibility","electric stove, kitchen furniture","shower, toilet room and bathroom separate",central heating,"Internet, cable TV, steel door, frontdoor locked","surrounding buildings private houses and apartment buildings, location in suburb location, roads in good condition roads",91901:004:0017,,,,,4434.0
2324,"Apartment for sale, 3 rooms, Pikk tn 18, Värska, Setomaa vald, Võrumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/muuki-on-tulnud-heas-korras-3-toaline-valguskullan-3383268.html,"57.9571316,27.6350285",31800.0,3.0,48.7 m²,2/2,,Good condition,apartment ownership,Missing,Data from realestate book,,"furnishing possibility, furniture, packet windows, parquet",,,,,,93401:003:0063,,,,,394.0
2325,"Apartment for sale, 3 rooms, Põhja pst 21b, Põhja-Tallinn, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/muua-hubane-3toaline-katusekorter-ilmarise-kvartal-3383265.html,"59.4444868,24.7460771",205500.0,3.0,73.4 m²,3/3,1998.0,renovated,apartment ownership,-,,,"separate rooms, wall cupboard, roof apartment","electric stove, open kitchen, refridgerator, kitchen furniture","sauna, shower, washing machine",central heating,"frontdoor locked, steel door",,78408:801:3620,,,,,18607.0
2326,"Apartment for sale, 3 rooms, Elva tee 13, Rannu, Elva vald, Tartumaa - Real estate portal KV.EE ","Private ownership, stone house",https://www.kv.ee/muua-tartust-25-30-minuti-autosoidu-kaugusel-rannu-3156631.html,"58.2395081,26.2233927",33000.0,3.0,65.6 m²,5/5,1986.0,renovated,private property,E,,Notify about incorrect advertisement,"balcony 2 m², parking free parking, new electricity, separate rooms, packet windows, parquet","electric stove, kitchen 9 m², refridgerator","water boiler, toilet room and bathroom separate, bath, shower",central heating,"frontdoor locked, neighbourhood watch","location in the center location, Võrtsjärv lake , roads in good condition roads, neighbours around neighbours, surrounding buildings apartment buildings",66601:008:0074,,,,,487.0
2327,"Apartment for sale, 2 rooms, Linnamäe tee 2, Lasnamäe, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, panel house",https://www.kv.ee/muua-2toaline-korter-lasnamael-linnamae-tee-2-kort-3383250.html,"59.4486789,24.8662713",97500.0,2.0,51.4 m²,1/9,1987.0,Good condition,apartment ownership,F,,,"balcony 1 m², packet windows, separate rooms, parquet, lift, parking free parking","electric stove, refridgerator, kitchen furniture","shower, bath",central heating,"phone, frontdoor locked, steel door",,78403:307:0610,,,,,13388.0
2328,"Apartment for sale, 2 rooms, Põhja 20, Keila, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/muua-hea-planeeringuga-korter-keila-linnas-korter-3383240.html,"59.3123791,24.4195522",85000.0,2.0,45 m²,3/4,1969.0,sanitary renovation needed,apartment ownership,E,Data from realestate book,,"water, parquet, furnishing possibility, electricity, basement, box-room, separate rooms",kitchen furniture,"toilet room and bathroom separate, bath, shower",central heating,"frontdoor locked, steel door",,,,,,,2067.0
2329,"Apartment for sale, 2 rooms, Suur 58, Jõgeva linn, Jõgeva vald, Jõgevamaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/ilusate-vaadetega-hubane-korterkorter2toaline-labi-3383236.html,"58.7423467,26.3837273",38900.0,2.0,46.1 m²,5/5,,renovated,apartment ownership,D,Data from realestate book,Notify about incorrect advertisement,"balcony 3 m², separate rooms, parking free parking, box-room, packet windows","ceramic shove, kitchen furniture","new sewerage, bath, toilet room and bathroom separate",central heating,"frontdoor locked, steel door",,,,,,,764.0
2330,"Apartment for sale, 1 rooms, A. Daumani 4, Narva, Ida-Virumaa - Real estate portal KV.EE ","<strong>Additional information:</strong> box-room, wall cupboard, new electricity, packet windows, parquet ",https://www.kv.ee/idavirumaa-narva-a-daumani-444-1-tuba-55-32-m-ehit-3355504.html,"59.3859441343628,28.1765001793457",24900.0,1.0,32 m²,5/5,1990.0,renovated,,-,Data from realestate book,Notify about incorrect advertisement,,,,,,,,,,,,6863.0
2331,"Apartment for sale, 4 rooms, Kaupmehe tn 7, Kesklinn, Tallinn, Harjumaa - Real estate portal KV.EE ","<strong>Additional information:</strong> balcony 2 m², underground garage, box-room, wall cupboard, high ceilings, closed courtyard, TV-set, terrace, separate rooms, furnishing possibility, furniture, parquet, lift, garage ",https://www.kv.ee/suureparane-voimalus-osta-arhitekti-ingar-fjuk-ja-3328466.html,"59.430448,24.7543487",396000.0,4.0,125 m²,6/8,2007.0,Good condition,,Missing,Data from realestate book,,,,,,,,78401:105:0040,,,,,26147.0
2332,"Apartment for sale, 3 rooms, Juhtme tn 26, Peetri, Rae vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/muua-avar-soe-ja-hubane-korter-peetris-korter-on-a-3337293.html,"59.4041974,24.8185877",140000.0,3.0,84.1 m²,2/3,1988.0,renovated,apartment ownership,-,,,"parking free parking, packet windows",open kitchen,"bath, sauna",electric heating,frontdoor locked,,65301:002:0163,,,,,974.0
2333,"Apartment for sale, 3 rooms, Vahulille tee 6, Pirita, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/muua-modernne-perekodu-pirital-majakolmekorruselin-3330458.html,"59.4619986,24.8786409",235000.0,3.0,75.9 m²,2/3,2017.0,Good condition,apartment ownership,B,,,"balcony 5.2 m², wall cupboard, box-room, underground garage, parking free parking, furniture, packet windows, parquet, closed balcony, garage, separate rooms, furnishing possibility","induktsioon pliit, open kitchen, refridgerator, kitchen furniture","shower, bath, washing machine","heated floors, central heating","Internet, frontdoor locked, steel door",,78402:208:0124,,,,,1611.0
2334,"Apartment for sale, 2 rooms, Mõisa allee 3, Triigi, Väike-Maarja vald, Lääne-Virumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/triigi-moisa-ja-moisapargi-korval-muua-2toaline-ko-3383199.html,"59.1160142,26.3339697",14900.0,2.0,41.3 m²,,1971.0,satisfactory,apartment ownership,Missing,,,"packet windows, parquet, parking free parking, box-room, furniture",kitchen furniture,"shower, water boiler, washing machine","central heating, stove heating",,"roads in good condition roads, surrounding buildings private houses and apartment buildings",92703:001:0058,,,2.0,,129.0
2335,"Apartment for sale, 2 rooms, Ehitajate tn 7, Viiratsi, Viljandi vald, Viljandimaa - Real estate portal KV.EE ","Apartment ownership, panel house",https://www.kv.ee/lisa-info-2-rodu-tasuta-parkimine-keldribokskook-k-3383160.html,"58.35904,25.643236",49900.0,2.0,52.6 m²,4/4,1974.0,renovated,apartment ownership,C,,Notify about incorrect advertisement,"parking free parking, TV-set, separate rooms, packet windows, parquet",kitchen furniture,"bath, toilet room and bathroom separate, shower",central heating,"Internet, phone, cable TV, frontdoor locked",,89201:002:0970,,,,,247.0
2336,"Apartment for sale, 1 rooms, Aisa tn 39, Rannarajoon, Pärnu linn, Pärnu, Pärnumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/muua-mugava-planeeringuga-1toaline-rodu-ja-saunaga-3383171.html,"58.3765243,24.5158116",80000.0,1.0,33.3 m²,2/3,2014.0,,apartment ownership,A,Data from realestate book,Notify about incorrect advertisement,"balcony , kitchen, public transport, wall cupboard, new electricity, closed courtyard, urban water, electricity, TV-set, furniture, parquet, ventilation, lift, fenced with garden, near forest, roof tar paper roof","electric stove, open kitchen, refridgerator","new sewerage, shower, sauna","heated floors, central heating","frontdoor locked, video cameras, steel door",,,,,,,1337.0
2337,"Apartment for sale, 1 rooms, Ehitajate tee 51, Mustamäe, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/kortermuua-avara-planeeringuga-1-toaline-korter-mu-2931449.html,"59.4035268,24.6680311",90000.0,1.0,31.7 m²,4/5,1963.0,renovated,apartment ownership,,,Notify about incorrect advertisement,"balcony 2.5 m², parking free parking, furnishing possibility, packet windows","gas stove, kitchen 6.2 m², refridgerator, kitchen furniture","bath, washing machine",central heating,"Internet, cable TV, steel door, video cameras, neighbourhood watch, frontdoor locked","roads in good condition roads, surrounding buildings apartment buildings, neighbours around neighbours",78405:501:2914,7630701.0,,,,8278.0
2338,"Apartment for sale, 1 rooms, Aisa tn 39, Rannarajoon, Pärnu linn, Pärnu, Pärnumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/muua-paikesepoolne-1toaline-roduga-korter-esindusl-3383170.html,"58.3765243,24.5158116",58000.0,1.0,24.2 m²,2/3,2014.0,,apartment ownership,A,Data from realestate book,Notify about incorrect advertisement,"balcony , public transport, wall cupboard, new electricity, electricity, TV-set, furniture, parquet, ventilation, lift, closed courtyard, urban water, fenced with garden, near forest, roof tar paper roof",,"new sewerage, shower","central heating, heated floors","frontdoor locked, video cameras, steel door",,,,,,,1337.0
2339,"Apartment for sale, 1 rooms, Aisa tn 39, Rannarajoon, Pärnu linn, Pärnu, Pärnumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/muua-paikesepoolne-1toaline-roduga-korter-esindusl-3383169.html,"58.3765243,24.5158116",56000.0,1.0,23.3 m²,2/3,2014.0,,apartment ownership,A,Data from realestate book,Notify about incorrect advertisement,"balcony , public transport, wall cupboard, new electricity, electricity, TV-set, furniture, parquet, ventilation, lift, closed courtyard, urban water, fenced with garden, near forest, roof tar paper roof",,"new sewerage, shower","central heating, heated floors","frontdoor locked, video cameras, steel door",,,,,,,1337.0
2340,"Apartment for sale, 1 rooms, Aisa 39, Rannarajoon, Pärnu linn, Pärnu, Pärnumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/muua-mugava-planeeringuga-1toaline-suure-terrassig-3383168.html,"58.3765243,24.5158116",75000.0,1.0,31.2 m²,1/3,2014.0,,apartment ownership,A,Data from realestate book,Notify about incorrect advertisement,"kitchen, public transport, wall cupboard, new electricity, closed courtyard, electricity, TV-set, furniture, parquet, ventilation, lift, urban water, fenced with garden, near forest, roof tar paper roof","electric stove, open kitchen, refridgerator","shower, new sewerage","heated floors, central heating","steel door, video cameras, frontdoor locked",,,,,,,1337.0
2341,"Apartment for sale, 1 rooms, Aisa 39, Rannarajoon, Pärnu linn, Pärnu, Pärnumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/muua-lounapoolne-1toaline-terrassiga-korter-esindu-3383167.html,"58.3765243,24.5158116",58300.0,1.0,24.3 m²,1/3,2014.0,,apartment ownership,A,Data from realestate book,Notify about incorrect advertisement,"public transport, wall cupboard, new electricity, electricity, TV-set, furniture, parquet, ventilation, lift, closed courtyard, urban water, fenced with garden, near forest, roof tar paper roof",,"new sewerage, shower","central heating, heated floors","frontdoor locked, video cameras, steel door",,,,,,,1337.0
2342,"Apartment for sale, 1 rooms, Aisa 39, Rannarajoon, Pärnu linn, Pärnu, Pärnumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/muua-lounapoolne-1toaline-terrassiga-korter-esindu-3383165.html,"58.3765243,24.5158116",57300.0,1.0,23.9 m²,1/3,2014.0,,apartment ownership,A,Data from realestate book,Notify about incorrect advertisement,"urban water, wall cupboard, new electricity, TV-set, furniture, parquet, dressing room, ventilation, lift, closed courtyard, public transport, electricity, fenced with garden, near forest, roof tar paper roof",refridgerator,"new sewerage, shower","central heating, heated floors","steel door, frontdoor locked, video cameras",,,,,,,1337.0
2343,"Apartment for sale, 2 rooms, Aisa 39, Rannarajoon, Pärnu linn, Pärnu, Pärnumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/muua-paikesepoolne-suure-terrassiga-2toaline-korte-3383164.html,"58.3765243,24.5158116",126000.0,2.0,56.2 m²,1/3,2014.0,,apartment ownership,A,Data from realestate book,Notify about incorrect advertisement,"kitchen, urban water, wall cupboard, separate rooms, new electricity, closed courtyard, public transport, electricity, TV-set, furniture, parquet, ventilation, lift, fenced with garden, near forest, roof tar paper roof","electric stove, open kitchen, refridgerator","new sewerage, bath, shower",central heating,"frontdoor locked, video cameras, steel door",,,,,,,1337.0
2344,"Apartment for sale, 4 rooms, Magasini 3c, Kesklinn, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/2022-aasta-suveks-valmib-kesklinna-rahulikus-asuko-3383163.html,"59.4266481,24.7534717",284000.0,4.0,75.8 m²,2/4,2022.0,all brand-new,apartment ownership,B,Data from realestate book,,"balcony , public transport, separate rooms, new electricity, closed courtyard, gas, parquet, ventilation, lift, garage, urban water, electricity, fenced with garden, roof tar paper roof",open kitchen,"new sewerage, bath","heated floors, gas heating","steel door, frontdoor locked",,,,,,,13736.0
2345,"Apartment for sale, 2 rooms, Kuuse 2, Haapsalu linn, Haapsalu, Läänemaa - Real estate portal KV.EE ","Apartment ownership, panel house",https://www.kv.ee/muuki-tuli-haapsalu-kesklinnas-kuuse-tanaval-kahet-3378917.html,"58.9373462,23.5430366",69000.0,2.0,41.1 m²,2/4,1966.0,Good condition,apartment ownership,Missing,,Notify about incorrect advertisement,"new electricity, furnishing possibility, furniture, packet windows, parquet","ceramic shove, open kitchen, kitchen furniture",shower,central heating,"steel door, frontdoor locked","neighbours next to neighbours, surrounding buildings private houses and apartment buildings, location in the center location, roads in good condition roads",18301:014:0990,,,,,3667.0
2346,"Apartment for sale, 2 rooms, Toom-Kuninga tn 23, Kesklinn, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, wooden house",https://www.kv.ee/muua-2toaline-korter-uusmaailmas-toomkuninga-tn-23-3383113.html,"59.426326,24.736107",139900.0,2.0,48 m²,1/2,1940.0,Good condition,apartment ownership,-,,,"parking not free parking, organisation through the few floors, basement, separate rooms, furnishing possibility, packet windows, parquet","electric stove, kitchen 4 m², open kitchen, refridgerator, kitchen furniture","new sewerage, shower, washing machine",gas heating,"Internet, phone, cable TV, steel door, neighbourhood watch, frontdoor locked","surrounding buildings apartment buildings, location in the center location, roads in good condition roads, neighbours around neighbours",78401:109:0230,,,,,7916.0
2347,"Apartment for sale, 3 rooms, Veskitammi tn 15, Laagri, Saue vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/korter-broneeritud-kortermuua-valguskullane-maitse-3383105.html,"59.3516119,24.6203999",142000.0,3.0,53.1 m²,3/4,1970.0,all brand-new,apartment ownership,,Data from realestate book,Notify about incorrect advertisement,"parking free parking, wall cupboard, separate rooms, furnishing possibility, furniture, packet windows, parquet","electric stove, open kitchen, refridgerator, kitchen furniture","bath, shower","heated floors, central heating","Internet, phone, cable TV, neighbourhood watch, frontdoor locked, steel door","roads in good condition roads, surrounding buildings private houses and apartment buildings, location in the center location, neighbours around neighbours",72703:001:0071,4588450.0,,,,2010.0
2348,"Apartment for sale, 2 rooms, Hariduse 12, Viljandi, Viljandimaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/avar-ja-stiilne-uus-2toaline-perekorter-viljandi-k-3383069.html,"58.3598694,25.5908106",119500.0,2.0,54.2 m²,2/3,2022.0,all brand-new,apartment ownership,Missing,,,"urban water, electricity, new electricity, box-room, parquet, ventilation, public transport, near forest, roof tin roof",open kitchen,"new sewerage, shower",central heating,"Internet, frontdoor locked",water body lake near,89714:002:1070,,,,,23.0
2349,"Apartment for sale, 2 rooms, Kloostrimetsa tee 56a, Pirita, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/eksklusiivne-korter-teletorni-korval-kuni-01-novem-3383067.html,"59.4723493,24.884621",236440.0,2.0,51.4 m²,3/3,2022.0,all brand-new,apartment ownership,B,Data from realestate book,,"balcony 8.2 m², lift, parquet",,shower,"heated floors, gas heating","frontdoor locked, neighbourhood watch, steel door",,,,,,,320.0
2350,"Apartment for sale, 2 rooms, Kloostrimetsa tee 56a, Pirita, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/eksklusiivne-korter-teletorni-korval-kortermaja-va-3383066.html,"59.4723493,24.884621",282920.0,2.0,64.3 m²,3/3,2022.0,all brand-new,apartment ownership,B,Data from realestate book,,"balcony 8.2 m², box-room, parquet, lift",,"sauna, shower, bath","heated floors, gas heating","steel door, frontdoor locked, neighbourhood watch",,,,,,,320.0
2351,"Apartment for sale, 2 rooms, Heli tn 7/1, Mustamäe, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/maakleritel-mitte-tulitada-muua-2020a-yit-ehituse-3382185.html,"59.3932035,24.6517612",183500.0,2.0,46 m²,,2020.0,all brand-new,apartment ownership,B,,,"balcony 4.7 m², parking free parking, roof apartment, TV-set, separate rooms, furniture, packet windows, parquet, lift, garage, underground garage, box-room, wall cupboard, new electricity, closed courtyard","ceramic shove, open kitchen, refridgerator, kitchen furniture","shower, new sewerage, bath, washing machine",central heating,"Internet, cable TV, steel door, frontdoor locked, video cameras, neighbourhood watch","in the city location, roads in good condition roads, neighbours at one side neighbours, surrounding buildings apartment buildings",,,65 € /  110 €,8.0,,5460.0
2352,"Apartment for sale, 2 rooms, Valve tn 20, Tapa linn, Tapa vald, Lääne-Virumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/kortermuua-tapa-kesklinna-lahedal-hubane-ja-valgus-3383065.html,"59.2662821,25.9606539",21000.0,2.0,35.9 m²,5/5,1984.0,Good condition,apartment ownership,E,,Notify about incorrect advertisement,"parking free parking, furniture, packet windows, separate rooms","electric stove, kitchen furniture","bath, water boiler, new sewerage, toilet room and bathroom separate",central heating,"steel door, frontdoor locked",roads in good condition roads,79101:004:0240,,,,,1584.0
2353,"Apartment for sale, 2 rooms, Kloostrimetsa tee 56a, Pirita, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/eksklusiivne-korter-teletorni-korval-kuni-01-novem-3383062.html,"59.4723493,24.884621",285120.0,2.0,64.8 m²,3/3,2022.0,all brand-new,apartment ownership,B,Data from realestate book,,"balcony 9.2 m², lift, box-room, parquet",,"sauna, shower","heated floors, gas heating","neighbourhood watch, steel door, frontdoor locked",,,,,,,320.0
2354,"Apartment for sale, 2 rooms, Kloostrimetsa tee 56a, Pirita, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/eksklusiivne-korter-teletorni-korval-kuni-01-novem-3383061.html,"59.4723493,24.884621",287320.0,2.0,65.3 m²,3/3,2022.0,all brand-new,apartment ownership,B,Data from realestate book,,"balcony 9.2 m², box-room, parquet, lift",,"sauna, shower, bath","heated floors, gas heating","steel door, frontdoor locked, neighbourhood watch",,,,,,,320.0
2355,"Apartment for sale, 3 rooms, Kloostrimetsa tee 56a, Pirita, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/eksklusiivne-korter-teletorni-korval-kuni-01-novem-3383057.html,"59.4723493,24.884621",325510.0,3.0,75.7 m²,3/3,2022.0,all brand-new,apartment ownership,B,Data from realestate book,,"balcony 13.3 m², lift, parquet",open kitchen,"toilet room and bathroom separate, shower, sauna","gas heating, heated floors","frontdoor locked, neighbourhood watch, steel door",,,,,,,320.0
