,Title,Description,Link,Location,Price,Rooms,Total area,This floor/Number of floors,Built in year,Condition,Ownership,Energy mark,Data from realestate book,Notify about incorrect advertisement,Lisainfo,Kitchen,Sanitary arrangements,Heating and ventilation,Communications and security,Neighbourhood,Cadastre no.,Register number,Kulud suvel/talvel,Number of floors,Additional information,population
2356,"Apartment for sale, 3 rooms, kase 2, Järva-Jaani, Järva vald, Järvamaa - Real estate portal KV.EE ",Panel house,https://www.kv.ee/muua-3toaline-keskkuttega-korter-jarvajaani-alevik-3383043.html,"59.009122,25.5954611",19000.0,3.0,87 m²,3/3,1990.0,needs renovating,,-,Data from realestate book,Notify about incorrect advertisement,,,,central heating,frontdoor locked,"water body lake near, surrounding buildings apartment buildings, location in the center location, roads in good condition roads",,,,,,50.0
2357,"Apartment for sale, 1 rooms, Lai tn 29, Rakvere, Lääne-Virumaa - Real estate portal KV.EE ",Private ownership,https://www.kv.ee/muua-ilus-renoveeritud-korter-rakvere-kesklinnas-t-3383021.html,"59.3454029,26.3624551",46900.0,1.0,26.9 m²,4/4,1964.0,renovated,private property,B,,,"new electricity, roof apartment, basement, separate rooms, furnishing possibility, furniture, packet windows, parquet, garret, wall cupboard, closed courtyard","gas stove, refridgerator, kitchen furniture","shower, new sewerage, bath, washing machine","heated floors, central heating","Internet, steel door, neighbourhood watch","location in the center location, roads in good condition roads, neighbours next to neighbours, water body water body other 500 m, surrounding buildings private houses and apartment buildings",,,50 € /  80 €,,,4219.0
2358,"Apartment for sale, 2 rooms, Paepargi 51, Lasnamäe, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, panel house",https://www.kv.ee/muuki-on-tulnud-avar-kahetoaline-korter-paepargi-t-3383027.html,"59.4351284,24.8093455",169990.0,2.0,54.8 m²,2/14,2017.0,Good condition,apartment ownership,B,Data from realestate book,,"balcony 5.4 m², parking free parking, furniture, packet windows, parquet, lift, closed balcony, box-room, wall cupboard, new electricity, furnishing possibility","electric stove, open kitchen, refridgerator, kitchen furniture","new sewerage, shower, washing machine","heated floors, central heating","Internet, cable TV, frontdoor locked, video cameras, security system","roads in good condition roads, water body lake near",,,,,,5241.0
2359,"Apartment for sale, 3 rooms, Hullo, Vormsi vald, Läänemaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/oled-unistanud-suve-voi-pariskodust-uhel-eesti-vai-3383022.html,"58.9912705,23.2380899",52500.0,3.0,49.1 m²,2/2,1964.0,Good condition,apartment ownership,Missing,,,"new electricity, furnishing possibility, packet windows, parquet","ceramic shove, open kitchen, refridgerator, kitchen furniture","shower, new sewerage, water boiler, washing machine","heated floors, electric heating, õhksoojuspump, fireplace",,,90701:002:0047,,,,,114.0
2360,"Apartment for sale, 3 rooms, Põdra tee 8, Vägari, Põltsamaa vald, Jõgevamaa - Real estate portal KV.EE ","
                            Põltsamaa vallale kuuluv 502/2010 mõttelist osa Jõgeva maakonnas Põltsamaa vallas Vägari külas Põdra tee 8 asuvast 4047 m2 suurusest elamumaast ja eriomandi esemena 4 korteriga 2-korruselise elamu 1. korrusel paiknev 3-toaline eluruum nr 4, mille üldpind on 50,20 m2 ja mille tähistus plaanil on 4. Teised sama kinnisasja korteriomandid nr *******, *******, *******. Eriomandi ese ja sisu vastavalt 29.04.2010 eriomandi kokkuleppele ja selle osaks olevale hoonejaotusplaanile. Korteris ei ole elanikke. Avalik elektrooniline oksjon toimub oksjonikeskkonnas www.oksjonikeskus.ee. Kuna tegemist ei ole sundmüügiga, ei saa oksjoni võitja omanikuks enampakkumise akti alusel, vaid on vaja sõlmida vara omanikuga (Põltsamaa Vallavalitsusega) notariaalne müügi- ja asjaõigusleping.                        </p>",https://www.kv.ee/poltsamaa-vallale-kuuluv-5022010-mottelist-osa-jog-3383014.html,"58.7308497,26.2180544",7000.0,3.0,50.2 m²,1/2,,needs renovating,,-,Data from realestate book,,,,,,,,57302:002:0283,2797135.0,,,,138.0
2361,"Apartment for sale, 3 rooms, Kopli tn 6, Põhja-Tallinn, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/registreeri-huvi-kliendipaevalekatirenord-ee-voi-h-3383003.html,"59.4415407,24.7361641",349000.0,3.0,71.6 m²,3/6,2017.0,Good condition,apartment ownership,B,,Notify about incorrect advertisement,"balcony 4.4 m², box-room, wall cupboard, high ceilings, closed courtyard, furnishing possibility, packet windows, parquet, lift, parking free parking",,,,,,78408:801:0208,,,,,6672.0
2362,"Apartment for sale, 3 rooms, Mai 38, Mai, Pärnu linn, Pärnu, Pärnumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/uus-pakkumine-mai-elurajoonis-suurem-3toaline-rodu-3382990.html,"58.3651658,24.5495867",74000.0,3.0,65.2 m²,5/5,1987.0,sanitary renovation needed,apartment ownership,C,,,"wall cupboard, separate rooms, closed balcony","electric stove, kitchen furniture","shower, toilet room and bathroom separate, bath",central heating,"Internet, frontdoor locked",roads in good condition roads,,,- /  145 €,,,1346.0
2363,"Apartment for sale, 2 rooms, Kloostrimetsa tee 56a, Pirita, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/eksklusiivne-korter-teletorni-korval-kuni-01-novem-3382976.html,"59.4723493,24.884621",274560.0,2.0,62.4 m²,3/3,2022.0,all brand-new,apartment ownership,B,Data from realestate book,,"balcony 8.2 m², box-room, parquet, lift",,"sauna, shower","heated floors, gas heating","steel door, frontdoor locked",,,,,,,320.0
2364,"Apartment for sale, 3 rooms, Jaama 30, Jõhvi linn, Jõhvi vald, Ida-Virumaa - Real estate portal KV.EE ",Apartment ownership,https://www.kv.ee/muua-korgete-lagedega-korter-nn-vana-fondi-majas-j-3382974.html,"59.3601617,27.416322",49900.0,3.0,77.8 m²,2/2,1962.0,,apartment ownership,F,Data from realestate book,Notify about incorrect advertisement,,,,,,,,,,,,2436.0
2365,"Apartment for sale, 4 rooms, Iirise 12, Ihaste, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Apartment ownership, panel house",https://www.kv.ee/maakuttega-ridaelamud-uues-valmivas-elurajoonis-ta-3382966.html,"58.35592802582,26.765790439612",189000.0,4.0,100.6 m²,1/2,2022.0,all brand-new,apartment ownership,A,,,"electricity, parquet, dressing room, ventilation, public transport, box-room, wall cupboard, separate rooms, separate entryway, new electricity, farm building, urban water, near forest, roof tar paper roof",open kitchen,"sauna, shower, new sewerage, toilet room and bathroom separate","heated floors, geothermic heating","Internet, phone, cable TV",water body river near,79301:001:0985,,,,,44.0
2366,"Apartment for sale, 4 rooms, Iirise 8, Ihaste, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Apartment ownership, panel house",https://www.kv.ee/maakuttega-ridaelamud-uues-valmivas-elurajoonis-ta-3382963.html,"58.355837965126,26.765232540137",177900.0,4.0,97.3 m²,1/2,2022.0,all brand-new,apartment ownership,A,,,"electricity, parquet, dressing room, ventilation, farm building, box-room, separate rooms, separate entryway, new electricity, public transport, parking free parking, urban water, near forest, roof tar paper roof",open kitchen,"new sewerage, toilet room and bathroom separate, sauna, shower","heated floors, geothermic heating","Internet, phone, cable TV",,79301:001:0985,,,,,44.0
2367,"Apartment for sale, 2 rooms, Kloostrimetsa tee 56a, Pirita, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/eksklusiivne-korter-teletorni-korval-kortermaja-va-3382957.html,"59.4723493,24.884621",284680.0,2.0,64.7 m²,3/3,2022.0,all brand-new,apartment ownership,B,Data from realestate book,,"balcony 8.2 m², box-room, parquet, lift",,"sauna, shower","heated floors, gas heating","steel door, frontdoor locked",,,,,,,320.0
2368,"Apartment for sale, 2 rooms, Kloostrimetsa tee 56a, Pirita, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/eksklusiivne-korter-teletorni-korval-kuni-01-novem-3382950.html,"59.4723493,24.884621",236440.0,2.0,51.4 m²,2/3,2022.0,all brand-new,apartment ownership,B,Data from realestate book,,"balcony 8.2 m², lift, parquet",,shower,"heated floors, gas heating","frontdoor locked, steel door",,,,,,,320.0
2369,"Apartment for sale, 2 rooms, Kloostrimetsa tee 56a, Pirita, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/eksklusiivne-korter-teletorni-korval-kuni-01-novem-3382943.html,"59.4723493,24.884621",282920.0,2.0,64.3 m²,2/3,2022.0,all brand-new,apartment ownership,B,Data from realestate book,,"balcony 8.2 m², lift, box-room, parquet",open kitchen,"sauna, shower, bath","gas heating, heated floors","neighbourhood watch, steel door, frontdoor locked",,,,,,,320.0
2370,"Apartment for sale, 3 rooms, Looga tee 6, Jõõpre, Pärnu, Pärnumaa - Real estate portal KV.EE ",Apartment ownership,https://www.kv.ee/muua-3toaline-avar-ja-valguskullane-korter-joopre-3382938.html,,,3.0,68.7 m²,2/2,,renovated,apartment ownership,Missing,,,"new electricity, separate rooms, sewerage, urban water, water, roof tar paper roof","electric stove, kitchen furniture","shower, water boiler, washing machine",solid fuel,,,15902:001:0042,1718406.0,,,,0.0
2371,"Apartment for sale, 4 rooms, Uus 1, Ülejõe, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Apartment ownership, panel house",https://www.kv.ee/pakkumisse-on-tulnud-kesklinna-ja-ulejoe-linnaosad-3382932.html,"58.3829836,26.7370779",118000.0,4.0,76 m²,2/5,1985.0,ready,apartment ownership,,Data from realestate book,,"balcony , balcony , balcony , urban water, parquet, furnishing possibility, basement, new electricity","open kitchen, kitchen furniture","toilet room and bathroom separate, new sewerage, washing machine",central heating,frontdoor locked,,79514:021:0022,,,,,6089.0
2372,"Apartment for sale, 3 rooms, Kloostrimetsa tee 56a, Pirita, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/eksklusiivne-korter-teletorni-korval-kortermaja-va-3382926.html,"59.4723493,24.884621",338410.0,3.0,78.7 m²,2/3,2022.0,all brand-new,apartment ownership,B,Data from realestate book,,"balcony 9.8 m², box-room, parquet, lift",,"sauna, shower, bath, toilet room and bathroom separate","heated floors, gas heating","steel door, frontdoor locked",,,,,,,320.0
2373,"Apartment for sale, 4 rooms, Iirise 8, Ihaste, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Apartment ownership, panel house",https://www.kv.ee/maakuttega-ridaelamud-uues-valmivas-elurajoonis-ta-3382922.html,"58.355973056081,26.765704608923",189000.0,4.0,98.4 m²,1/2,2022.0,all brand-new,apartment ownership,A,,,"electricity, parquet, dressing room, ventilation, farm building, box-room, separate rooms, separate entryway, new electricity, public transport, parking free parking, urban water, near forest, roof tar paper roof",open kitchen,"new sewerage, toilet room and bathroom separate, sauna, shower","heated floors, geothermic heating","Internet, phone, cable TV",,79301:001:0984,,,,,44.0
2374,"Apartment for sale, 5 rooms, Pirita tee 28a, Kesklinn, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/muuki-on-tulnud-esinduslik-merevaatega-korter-hoon-3382919.html,"59.449190730868,24.806543817877",580000.0,5.0,140.6 m²,6/10,2008.0,ready,apartment ownership,D,Data from realestate book,,"balcony , kitchen, parquet, parking not free parking, sewerage, lift, public transport, urban water, parking free parking, furniture, underground garage","electric stove, open kitchen, refridgerator, kitchen furniture","shower, washing machine","central heating, conditioner","Internet, frontdoor locked, security system, security system",roads paved roads,,,,,,599.0
2375,"Apartment for sale, 2 rooms, Linnamäe tee 2, Lasnamäe, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, panel house",https://www.kv.ee/muugile-on-tulnud-2toaline-korter-linnamae-tee-2-l-3382917.html,"59.4486789,24.8662713",97400.0,2.0,51.4 m²,1/9,1987.0,Good condition,apartment ownership,F,,,"parking free parking, closed balcony, furniture, packet windows, parquet, lift","electric stove, refridgerator, kitchen furniture","toilet room and bathroom separate, shower, bath",central heating,"Internet, phone, cable TV, steel door, frontdoor locked",,78403:307:0610,,,,,13388.0
2376,"Apartment for sale, 4 rooms, Siigu tee 8, Riidaja, Tõrva vald, Valgamaa - Real estate portal KV.EE ","Apartment ownership, panel house",https://www.kv.ee/muua-4-taoline-korter-riidajal-kultuurimaja-noorte-3364032.html,"58.0988172863253,25.8961670244804",10000.0,4.0,77 m²,2/2,,satisfactory,apartment ownership,-,Data from realestate book,,,,shower,central heating,neighbourhood watch,"surrounding buildings apartment buildings, location in the center location, roads in satisfactory condition roads, neighbours around neighbours",,,30 € /  60 €,,"new electricity, separate rooms, packet windows, parquet, parking free parking, box-room",135.0
2377,"Apartment for sale, 4 rooms, Kloostrimetsa tee 56a, Pirita, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/eksklusiivne-korter-teletorni-korval-kuni-01-novem-3382913.html,"59.4723493,24.884621",457520.0,4.0,106.4 m²,3/3,2022.0,all brand-new,apartment ownership,B,Data from realestate book,,"balcony 11.5 m², parquet, lift",,"toilet room and bathroom separate, shower, bath, sauna","heated floors, gas heating","steel door, frontdoor locked, neighbourhood watch",,,,,,,320.0
2378,"Apartment for sale, 2 rooms, Kuusiku tee 18, Loo alevik, Jõelähtme vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, panel house",https://www.kv.ee/broneeritud-pakkuda-kuusiku-tee-18-aadressil-asuva-3371675.html,"59.437829,24.9451585",102000.0,2.0,45.1 m²,1/5,2016.0,all brand-new,apartment ownership,D,Data from realestate book,,"balcony 7.8 m², new electricity, separate rooms, packet windows, parking free parking, box-room","ceramic shove, open kitchen, refridgerator, kitchen furniture","shower, new sewerage, washing machine","central heating, heated floors","Internet, frontdoor locked",roads in good condition roads,,,,,,763.0
2379,"Apartment for sale, 4 rooms, Kaare tee 3/2, Järveküla, Rae vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, panel house",https://www.kv.ee/eksklusiivne-paikesepoolne-korter-ootab-uut-omanik-3382909.html,"59.3915084,24.7989818",299800.0,4.0,97.6 m²,,2015.0,all brand-new,apartment ownership,E,Data from realestate book,,"TV-set, terrace, furnishing possibility, furniture, packet windows, wall cupboard, new electricity, high ceilings, roof apartment","electric stove, open kitchen, refridgerator, kitchen furniture","new sewerage, toilet room and bathroom separate, shower, washing machine","heated floors, combined heating, fireplace","Internet, phone, cable TV, steel door, frontdoor locked, neighbourhood watch","roads in good condition roads, location in suburb location",,,,4.0,,343.0
2380,"Apartment for sale, 3 rooms, Põllu tee 11, Antsla linn, Antsla vald, Võrumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/tule-ja-kujunda-oma-kodu-ise-kui-pank-laenu-ei-ann-2887653.html,"57.8285237,26.5311551",15000.0,3.0,62.7 m²,1/2,1959.0,needs renovating,apartment ownership,,,Notify about incorrect advertisement,"separate rooms, packet windows, parking free parking, high ceilings, basement","stove heated with firewood, kitchen 9 m²",,stove heating,neighbourhood watch,"surrounding buildings private houses and apartment buildings, location in the center location, roads in good condition roads, neighbours around neighbours, Näss lake",14401:003:0017,2521041.0,,,,759.0
